,tweet,hashtags,ref_user,urls,label
2385,deplaise jean gauchiste jean sioniste jean antiraciste juifs etes principaux instigateurs,,url,,1.0
2386,france sans renois rebeus,,url,,1.0
2387,quel mongol grosjean,,,,1.0
2388,lettre prés tweet antisémite complotiste,,user,,1.0
2389,mentionne mongol,,user user,,0.0
2390,regardais ya cb repons wch jdmde vnait dm ya ke lautre mongol ki vien,,url,,1.0
2391,bleu blanc orange bande mongol,,url,,1.0
2392,coup contre avortement non,,url,,0.0
2393,bien eviter parler argumenter autour chose maitri,,user user url,,0.0
2394,rebeus achètent fifa 19 bourses voit,,url,,1.0
2395,cyber harcèlement jeune homme 25 ans reconnu coupable viol distance,,url,,1.0
2396,selon chercheurs éo peuvent réduire violence chez jeunes royaume u,jeuxvid,,,1.0
2397,centre réfugiés ouvre sans polémique 16e arrondissement paris,,url,,1.0
2398,stupidité affligeante merci laisser là paroles genre attardé médias français garderont bien face,,user,,1.0
2399,attarde détails merde aussi arme,,,,1.0
2400,imaginez élevez bizu pendant 18 ans féministe gay islamo gauchiste préférerais fils violeur,,,,1.0
2401,pendant 40 ans ânonné immigration africaine chance france résultats,,user url,,1.0
2402,migrants digitaux 4 épisodes dispos auvio,sectionpro,url,,0.0
2403,arabes cassent couilles putin aiment noirs viennent asseoir côté,,url,,1.0
2404,ilham aliyev reçoit homologue mongol photos,,url,,1.0
2405,restes trql sales arabe sale vielles conne,,user,,1.0
2406,renois dis juste truc plait va raconter toutes histoire france,,,,1.0
2407,jsuis vraiment attardé,,user,,0.0
2408,ah jsp bloque direct cmb,,user,,1.0
2409,message gauchiste établi angleterre hors sujet niveau expert,,user,,1.0
2410,comment place phase renois stamford bridge pfiou prend importe leuleu,,,,1.0
2411,sud coréennes veulent migrants via,,url user,,1.0
2412,islamo féministe là dedans faut inclure tout victimologiste gauche dont islam nouveau dreyfus,,url,,1.0
2413,dialectique gauchiste intéressante,,,,0.0
2414,ahri é champion mongol,,,,1.0
2415,muriel robin confie combat contre violences conjugales devenu évidence après avoir incarné jacq,,url,,0.0
2416,foi ela mongol,,user,,0.0
2417,tout fait laissons place extrémistes militant contre avortement accessoirement fachos,,user user,,0.0
2418,gauchiste hystérique côté idiot village leclerc museler,lheuredespros,,,1.0
2419,renois,,url,,1.0
2420,ptdr darons renois meilleurs quand embrouille regarde yeux pb re,,url,,1.0
2421,rebeus teinture blond platine boîte air être trop islam,,,,1.0
2422,islam gauchiste,,,,1.0
2423,recommence frere tas aucun argument jusqu invente asy ftg toujours meme refrain cheveux rebeus v,,url,,1.0
2424,heureusement mère sait attardé,,user user,,0.0
2425,vegans sone interdite peux plus quelle bande attardé,,,,1.0
2426,attardé commentaires différents articles page fb gorafi facebook quelque chose 2018 mdrrrr,,,,1.0
2427,bienvenue où migrants africains complètement nus agressent sauvagement françaises,cergy,,,1.0
2428,mamah marquinhos mis nerfs abusé quel guignol arbitre encore plus mongol,ompsg,,,0.0
2429,mongol avant,,,,1.0
2430,mots assez durs qualifier aveuglement face islamisation europe,,,,1.0
2431,donc métro train coller nez contre écran comme putain attardé seul frust,,url,,0.0
2432,peut laisser migrants noyer,,,,1.0
2433,arabes presque réussis faire croire coca cocaine israël faisait complot cette boisson,,,,1.0
2434,problème migrants comme moustique testicule violence sert rien,,,,1.0
2435,putain renois arabes deviennent policiers wallah voient mal inshallah vie,,url,,1.0
2436,attendu taux politiciens plus élevé celui,belgique migrants,,,1.0
2437,expulsion immédiate migrants coupables vol viol v,,,,1.0
2438,partisans récit dérive gauchiste ilian karst via,,url user,,1.0
2439,renois cheveux courts genre couleur originale style frank ocean kiddy smile trop stylé,,,,1.0
2440,pantalon lutter contre avortement bien sûr logique,,,,1.0
2441,emission chez gauchiste menteur méprisant maman 5 enfants r,,user user url,,0.0
2442,rt fachosphere ete inventee conosphere gauchiste cours arguments survie peut,,user url,,1.0
2443,vérité gauchiste,,url,,1.0
2444,bah tweet mongol,,user,,1.0
2445,squad négros rebeus fragiles pissotoire chacun regarde zizi autre,,,,1.0
2446,h36 jfais guignol qd passe oral gens classe doivent prendre attardé,,,,1.0
2447,premier rendez hormones vendredi prochain,,user,,0.0
2448,ça sent prépubère gauchiste 60kg tout mo,,,,1.0
2449,chaine alimentaire definitif necessite alimentaire,,user user url,,0.0
2450,germain vais prendre photo vais jouer flechettes mongol,,,,1.0
2451,aucun média islamo gauchiste aucun français confession musulmans parlent,,url,,1.0
2452,figaro journal bobo attardè,,url,,1.0
2453,laurent wauquiez essaie faire passer édouard philippe sale gauchiste laxiste,,,,1.0
2454,mongol vraiment vraiment incroyable saison 1 reste magnifique shah suleyman,,user user,,0.0
2455,connaissait militant cause animale esteban tué défendant jeune gauchiste no,,user url,,0.0
2456,croire uefa truc contre arabes salah doit être largement cette équipe,,user,,1.0
2457,comment débattre entre gauchiste sans aucune contradiction,,user,,1.0
2458,ç ça accueil intégration migrants,,,,1.0
2459,ça fume renois quand rigolent obligés tapé 200m sprint,,url,,1.0
2460,surement arabes changer,,user,,1.0
2461,sai daqui mongol,askfandoms,,,1.0
2462,naza mongol po na banda ko seka seka kk boyer sans lucratif,,,,1.0
2463,non psychophobe quand stigmatise maladies mentales dire untel attard,,user user url,,0.0
2464,dit merde putain gauchiste,,url url url url,,1.0
2465,passe temps rebeu sale meuf sait aime arabes tjrs affût moindre tweets,,url,,1.0
2466,culturises sale arabe,,user url,,1.0
2467,entre 200 millions 1 milliard réfugiés climatiques 30 ans voulez passe,,url,,1.0
2468,non forcement saloperie gauchiste,,user user,,0.0
2469,aime vidéo finir cruelle imposture migrants 4 4 abbé olivier rioult adresse,,user,,1.0
2470,ah oui quand donne scan image met reste image dda arabes effets prése,,user url,,1.0
2471,eh laisses alia dehors ça questions blanc ni renoi ni noich rien juste potos,,user,,1.0
2472,ça fume plato gars renois veulent tuer h24 délire,,,,1.0
2473,vais passer attardé arrive lancer chargement apres avoir obtenu fait comment,,user,,0.0
2474,comprends mieux noirs rebeus depuis thaïlande problèmes immigration,,,,1.0
2475,dois mongol,,user,,1.0
2476,2 precise islamo gauchiste nie antisemitisme musulman bien plu,,user url,,1.0
2477,comment plus beau tout rebeus,,url,,1.0
2478,sans commentaire allemagne clans arabes font loi police décidé réagir éviter,,url,,1.0
2479,allez attardé signaler bloquer,,user user user url,,0.0
2480,menard gauchiste crache cadavre encore chaud faurisson,,url,,0.0
2481,codforlan mongol internet mdrrrrrrrrr,,user,,1.0
2482,cet attardé conducteur bus sait freiner doucement met meilleurs kick pédale vois ça,,,,0.0
2483,attardé visiblement,,url,,1.0
2484,ailleurs donner leçons militantisme lgbti quand parti complotiste fricote ext,,url,,0.0
2485,bien gauchiste,,,,1.0
2486,tiens abruti profond,,user user url,,0.0
2487,faut dire derniere fois sorti rue gauchiste a poignarde,,user user,,0.0
2488,plus grand bien sûr attardé oublié mots x,,,,0.0
2489,a certains gars renois aimé tweet bande suceurs ptdr,,,,1.0
2490,eh oui jeremy corbyn islamo gauchiste,,url,,1.0
2491,habituellement attarde trop arbitrage dis argument faibles mome,,url,,1.0
2492,oui genre extrémiste complotiste antivax antimed norme certains milieux,,user user,,0.0
2493,insupportables rebeus pr ca,,url,,1.0
2494,ptdr mongol veut approprier terme pep genesio rien inventé,,url,,1.0
2495,nantes squatters migrants viennent mains presse océan,,url url,,1.0
2496,renois sombres veulent absolument sortir meufs claires tout simplement complexer,,,,1.0
2497,attend fantasme renois jusqu rêve cuni waou,insecurehbo,,,1.0
2498,gauchiste sotto mène débat ça promet,,url,,1.0
2499,quoi contre arabes grosse folasse,,url,,1.0
2500,série agressions violence corse faits trop peu nombreux île selon gen,justice,url,,1.0
2501,peu gauchiste aime bien tweets retweets sais quoi répondre,,url,,1.0
2502,puis film appelle bohemian rhapsody film attarde très peu conception chef œuvre musical,,,,0.0
2503,bien évidement non bon gauchiste va tjrs nier,,user,,1.0
2504,jurer roule dessus blc quel bande attardé délire purge,,url,,1.0
2505,bassem fume quand dit phrase black swag merde a confondre vrais frères renois,,,,1.0
2506,fais fier bh réfléchis mongol jtai dis quoi hier matin,,user,,0.0
2507,rennes ville gauchiste depuis 1977 sans interruption,,user user,,0.0
2508,fais toute tl vrai gauchiste,,user user user user user,,0.0
2509,app mongol,,user,,1.0
2510,migrants veulent investir europe,,url,,1.0
2511,coup regarde vidéos renois explique comment faut exfolier corp bla bla bla,,,,1.0
2512,asmar mraconte histoire mparl comme attarde e tro,,,,1.0
2513,3 conclus precision gauchiste ni islamo gauchiste ni pro migra,,user url,,1.0
2514,gros twitter dis aimes renois vas ciné blanches final enfin bl,,user url,,0.0
2515,parti danois veut expulser migrants sociaux musulmans développe rapidement,,url,,1.0
2516,bon renois sait vieillissez jamais voulez partager peu vite fait,,url,,1.0
2517,possible a vlà renois 2m cergy ptdrrr donc sais ap,,user user,,1.0
2518,quand vois cagnotte aider enfants réfugiés dorment deh,,,,1.0
2519,moins sais faire addition base père sort pv additions mongol 1 1 3,,user user,,0.0
2520,rt meilleure amie sort enfant attarde aime neige,,user url,,1.0
2521,teamspeak attardé vieillissant sachant gerer serveur rp super fun,,url url,,1.0
2522,kiff rebeus,,url,,1.0
2523,quoi chaîne mongol a juventus,,user user,,0.0
2524,arabes reprochent mr messiha être peu trop occidental pays o o si ça,,user url,,1.0
2525,majorité shiites arabes,,user user user,,1.0
2526,meme groupe supporter mongol,,user,,1.0
2527,peux presque comprendre contre avortement sortir âneries pareils défendre point,,url,,1.0
2528,si arabes disent coupables sûrement innencents,,user,,1.0
2529,carai matheus eh mongol demais,,,,1.0
2530,paris familles gendarmes virées caserne faire place 150 familles migrants,,url,,1.0
2531,parle bien arabe né montdidier sale babtou,,user user user,,1.0
2532,allé boutique nespresso ptdr mec demandé si achetait café pr hôtel vu deux renois,,url,,1.0
2533,antisémitisme expression part malade âme humaine canalise communauté partic,,url,,1.0
2534,rebeus twitter connaissent tous mythologie grecque demande réciter ayat al kursi ça va parler zeus,,,,1.0
2535,arabes vont dire oeil gens,,url,,1.0
2536,relire budget record évacuations raison pluies moins demandes plus réfugiés,,url,,1.0
2537,rebeu renoi mis rebeus dedans mdr,,url,,1.0
2538,oui veut non plus migrants islamo africains,,user,,1.0
2539,rien voir sale tronche extraterrestre attardé comprend mieux aigreur,,user user url,,0.0
2540,imaginez seulement si enfants préfèrent sortir renois reubeu asiat,,url,,1.0
2541,renois métisses tellement beaux,,url,,1.0
2542,hébergement migrants nantes grand temps intervenir,,url,,1.0
2543,kiffe genre tweet sens nana envie dire ferme gueule sale arabe retient,,url,,1.0
2544,renois parle musulmans aiment trop raser moustache quand barbe comment ça fait,,,,1.0
2545,jeune mère famille convertie islam condamnée 5 ans ferme apologie terrori,belley prison,url,,1.0
2546,auteur massacre complotiste pense états unis contrôlés juifs,pittsburgh,url,,1.0
2547,rt parti melenchon condamne visite 185 patrons francais isralnla section rennaise parti islamo gauchiste,,user,,1.0
2548,bon apres jsuis content jai fais ca mtn jle referai plus ptdrrrr jsuis quel genre mongol,,,,1.0
2549,beauf blanc traite arabe sale arabe expression racisme systémiqu,,url,,1.0
2550,quand eau trop claire poissons quand homme trop exigeant a amis proverbe mongol,,,,1.0
2551,trouve yann moix a dérapé question violence policière biensur yena ok faut pa,,url,,0.0
2552,attention rappeler mantra gauchiste coupables avant tout victimes sociales,,user,,1.0
2553,certain idéologie gauchiste fait croire tous présidents doivent faire papa,,user url,,1.0
2554,campagne dénigration fiche informations vrais fausses peu comme renois,,url,,1.0
2555,quel sale arabe mort,,,,1.0
2556,mongol mdrr vraiment mère,,user,,0.0
2557,joueurs ps4 mongol puissance,,,,1.0
2558,couillard encourage frugalité parce plq besoin argent noyer faux réfugiés b,,url,,1.0
2559,rt tronche gauchiste typique,,user url,,1.0
2560,avortement droit donc tous ceux contre dis bien fort merde fo,,url,,1.0
2561,coup si vegan manges produits non locaux cafe bananes noix,,user url,,0.0
2562,confirmation migrants agglutinent irun gymnases espagnols attendant passer france,,url,,1.0
2563,père henri boulad accuse islam être source terrorisme via,,url user,,1.0
2564,mettez mal aise voir antisémitisme derrière théorie complot,,user,,1.0
2565,bon tous renois métisses hop oublié mettre crème reparti,,,,1.0
2566,torchon gauchiste inrocks justifie clip autre fils pute,,,,1.0
2567,peut être contre avortement titre personnel comme toute conviction personnelle celle ci doit rester,,url,,1.0
2568,non tuer veut quelle phrase ignoble etes decider doit vivre mourir,,user user,,0.0
2569,trop chou merci,,user user user,,0.0
2570,mamans renois trop choupi toucher cheveux metro etc quand mm peur,,,,1.0
2571,,muslims islamisation grandremplacement,url,,1.0
2572,animaux tuent entre,jdcjdr,user user,,0.0
2573,mdr ahlala rebeus chaque jour surprenez peu plus,,url,,0.0
2574,naza mongol po na banda ko seka seka kk boyer,,,,0.0
2575,allemagne clans arabes font loi police décidé réagir éviter faire traiter,,url,,1.0
2576,1 mongol aller insta pendant glace fond cause creme lol,,user,,0.0
2577,12 brésilien existe bande attardé a différence avc portugais disent renseignez vs,,,,1.0
2578,attardé vérité souviens 2015 quand fait sortir contre juve nombre occa,,user url,,1.0
2579,adore voir eternalfreedom si prompt défendre palestiniens copains rebeus retrouve bie,,url,,1.0
2580,putain envie graille noich ça fait 2j maladie empêche avaler substances solides aidez,,,,1.0
2581,aimé voir fr lyncher pr vrai arabes noirs ca comptes pr beurres,,user url,,1.0
2582,ultra religieux rien contre viol contre avortement,,user,,1.0
2583,chui attardé mental alors,,user user,,0.0
2584,revers medaille dommage renois goumer,,url,,1.0
2585,gros mongol quand,,user,,1.0
2586,mongol,,url,,1.0
2587,si veux parlerva discord attardé,,user,,0.0
2588,bts h nmon pere ching chang chong chinois,,,,1.0
2589,dit genre meuf rebeus mdr,,url,,1.0
2590,rebeus keblo gars part trop couille disant envoyer cousins premier dire reb,,url,,1.0
2591,pays merveilleux où corinne ordonne télé plus inviter zemmour où renois vont mettre,,user url,,1.0
