,tweet,hashtags,ref_user,urls,label
1801,heuuuu copines rebeus grandes pinces,,url,,1.0
10417,également changé photo tout monde doit faire parce dit a jeté,,,,0.0
8103,yay sorte stephanie mario tout comme bons jours,,,,0.0
13152,monstre doigts a maintenant nom rocheux,,,,0.0
9548,chemin londres raid oxford,,,,0.0
4962,bonjour mec autre jour plein soleil cours prendront jusqu 16h moque bbq cette veille,,,,0.0
11849,argent impôt bien dépensé rappelle dois arrêter procrastiner faire mien,,,,0.0
13903,pouvez utiliser url suivante,,,,0.0
9478,tombe certain niveau amour si mignon tellement effrayant,,,,0.0
6160,plutôt sympa snufsnuf voulais simplement reconnaître commiseration chees cheez endettés rencontrer,,,,0.0
12479,gooooooooooodddddddddd mmmoooooorrrrrrrrniiiiiiiiiinnnnnnngggggg my sunshines passez jour fantabulous,,,,0.0
1450,ver mongol,,user user user,,0.0
8257,oui très bon point textmate rocks,,,,0.0
9206,attends obtienne planche gaufres monte descente demande pense jambe extra lol,,,,0.0
1575,fois où peter cable meuf traiter sale arabe ça comptait,,user,,1.0
9140,viens ici sûrement traîne tout monde vient visiter voir herbe,,,,0.0
5868,écoutant lokki talk ok chat donc tout métissage comprend sons peut faire lorsqu erre appartement,,,,0.0
1128,quel mongol fait cela signature,,url,,0.0
6049,tout bon hahha content amusez photos blog donnera matériel difficulté jours venir,,,,0.0
1903,toute façon mort rebeus deviennent tepu jamais imaginé ça,,user user,,1.0
12728,veux accent britannique nouveau aide hustel,,,,0.0
3583,crois tient champion là traite islamo gauchiste rép,,user user user url,,0.0
13634,semble cool si trouvez laissez savoir plaît,,,,0.0
9647,travailler discours seule chose appris fait savoir 2 dit génial si vendu,,,,0.0
7806,tak a prezijes,,,,0.0
5438,témoignage plus cool jonathan assis ici décidant comment allons changer monde grandes choses nécessaires,,,,0.0
12983,quelquefois aimerais avoir vécu petite ville aimons vraiment visiter inaudités rythme si décontracté si gentil surtout,,,,0.0
13512,italien allé malta v m1tnzciusi0 bon truc,,,,0.0
7655,merci beaucoup retweet gagnez,,,,0.0
4160,nada juste tryna holla holla si mixtape arrive,,,,0.0
12102,donc ecr où allez dois avoir totalement vu danser o là spectateur plus lent,,,,0.0
13993,aienull,,,,0.0
5373,vraiment interprète comme oui peux faire amp dérange plus loin a dit patrons passé,,,,0.0
4836,enfers no place,,,,0.0
2766,préférence islamiste gauche motivée clientélisme également anticléricalisme,,,,1.0
327,att mongol,,user user url,,0.0
11923,lol certaines personnes si obsolètes,,,,0.0
6685,toujours bon rencontrer gens boissons coca cola aider rencontres énormes régulières amp amical,,,,0.0
13280,rajeunissement magique hmm pense triple masque oxygène blissage105 accrochez là bas,,,,0.0
3590,non non complotiste anti etat raquette automobilistes bossent,,user user,,0.0
1277,pa francai jui mongol,,user,,0.0
9715,bonsoir miley espère passé bonne journée,,,,0.0
3561,nan accord contre avortement dis juste avorter aujourd hui,,user user url,,0.0
651,oui là depuis matin attardé après match,,user,,0.0
5084,travail seulement 2 jours plus partir puis passer 7 jours plus yay,,,,0.0
1206,peut fermer gueule avocate gauchiste dit inepties b,,user user url,,0.0
3322,fait gros attardé,,user,,0.0
10114,bénis cela totalement faux beaucoup pensée,,,,0.0
4362,aime boulangeries allemandes sydney chéri importé sent comme maison,,,,0.0
12370,comme toujours seulement partir stockholm machine bureau nespresso repose jamais saludo si pouvez saluer café,,,,0.0
13884,mieux encore si pouviez utiliser foaf ssl discutez bonnes personnes twitter,,,,0.0
8105,aller tête mineurs aujourd hui marcher long plage poissons frites,,,,0.0
8923,avoir passé bon moment france merci demander,,,,0.0
9509,dépend rapport vraiment large comparaison 3px,,,,0.0
5515,ohh classiques armada voudrais chercheurs cette série minicons,,,,0.0
6877,style tokusatsu style professionnel v 0nkprb9xxls essaie trouver celui masque tigre,,,,0.0
7467,sam a jeté iphone thé restant plaignait accessoire quot a changé mode avion devaient débrancher thé,,,,0.0
9795,autre côté rochester entrerons autant côté ville rochester,,,,0.0
11047,a réveillé deux heures aimerais revenir dormir,,,,0.0
498,maires loire atlantique sollicités accueillir réfugiés,,url,,1.0
2994,yanïs vu rt sale arabe ptn,,url,,1.0
13839,goût très semblable alors bien sûr approuve vôtre aussi,,,,0.0
570,mongol demais,,user,,0.0
1973,ching chong skin ziggs rank mentionnes,,user,,1.0
2635,papillon nuit chambre prend tout murs mongol là,,,,0.0
9764,hahaha si triste pauvre maman vu coraline ahh veux vraiment rencontrer lyn z géniale,,,,0.0
13763,omg ricky wilson incroyable tant présence,,,,0.0
7508,hey voulais juste savoir combien temps quand appris guitare merci,,,,0.0
3112,là parle notamment pma droit avortement violences gynécologiques parce oui,,url,,0.0
5370,viens terminer peinture arbre peinture murale peux attendre jusqu fin,,,,0.0
272,renois délires darkskin lighskin kinkin skin foison font trop rire guignols classification,,,,1.0
12744,bulles carboy yaaaaay,,,,0.0
4014,aime gars meilleurs,,,,0.0
6775,haha encore essayé environ 10 fois ça fonctionnait fois 100 ha ha bonne chance bonne nuit lt 3,,,,0.0
116,connaissez autre mot extreme droite madame gauchiste ca fait peu cuc,,user user url,,0.0
10144,off courses essayer gagner argent,,,,0.0
2785,faire amalgames renois aimez trop plaindre racisme ave,,url,,1.0
147,série agressions violence faits trop peu nombreux corse,,url url,,1.0
3386,ça attarde orthographe paske ça compre,,user user user user user url,,0.0
9183,oui dur bien cela fonctionné débrouille très bien recommande faire cette façon,,,,0.0
11861,okaayy débutant ressemble twitter maintenant ouais entendu dois aller maintenant alors vais voir gars tom puis nyt dehors h,,,,0.0
10642,méritez surtout quand compliment vient,,,,0.0
4507,regarder princesse mariée quot veux wesley,,,,0.0
12801,rêvé christophe drew nick jonas nuit dernière puis porcs volaient mieux éteignez caffine peu,,,,0.0
2195,pavillon réfugiés via,,user url,,1.0
10088,sais pourquoi tout simplement décidé voulais eau ellen ça a air drôle alors disent,,,,0.0
5159,nah gee répondra chaque fois souhaite anniversaire arrive alors quelque chose fera sourire,,,,0.0
5524,accord,,,,0.0
1289,tien advairsaire si adversaire déplace espece mongol apres,,user user url,,0.0
12258,vient voir blake gen brigitte dormi nuit dernière voyant maille demain,,,,0.0
4827,besoin cookies peux procurer,,,,0.0
9656,dis merci,,,,0.0
10500,mal peu fromage monsieur winsor,,,,0.0
7892,gens vivent ici aha aime ici,,,,0.0
4367,bienvenue chez nyc,,,,0.0
6859,femme a air belle quand dort,,,,0.0
4794,phase 1 peu près 100 complète naw attendre quelques jours étapes 2 4 venir alors bam cheveux plus chauds monde z,,,,0.0
10018,oh chéri chéri viens vie écrit alors dois être femme plus chaude vivante oh aime aussi,,,,0.0
9015,enregistrer nouvelle vidéo,,,,0.0
6547,week end anniversaire a succès a quelques uns puis certains,,,,0.0
12216,toutes félicitations quelle décision attrayante devriez vérifier site fois heure,,,,0.0
3005,violence tweet outré,,user,,0.0
5376,voilà plus nouilles maggi,,,,0.0
7380,plus ligne alors félicitations purdue yay maintenant pouvez trouver budget location,,,,0.0
8110,sûr lol,,,,0.0
3184,renois sorti black panther,,url,,1.0
9595,bonjour monde espère tout monde a journée incroyable,,,,0.0
2075,a fait guerres bon gauchiste gauchisme guerre,obama,url,,0.0
4298,aujourd hui joué première dernière fois salon talents grebes 4 examens laissés jusqu fin premier cycle,,,,0.0
12379,hmm image floue fenêtre imagine finalement mûres iront zeiss leurs lentilles,,,,0.0
1587,corrente mongol,,user,,0.0
10703,lt focus watching,,,,0.0
12774,sentir mieux aujourd hui prendre gouttes toux thé micro ondes eau super chaude donc parie ça fonctionnera béni,,,,0.0
6824,a 2 jours,,,,0.0
1496,base voulais tinsulter attardé,,user,,1.0
11550,sais pense cerveau a besoin sommeil aussi,,,,0.0
9096,aime jason reeves chanson géniale,,,,0.0
3392,tg jour où neigera première dire regarder fenêtre sal mongol,,user,,0.0
9964,apprenez bien nick acceptez simplement,,,,0.0
13199,hmm comme choses moment non anges parfaits quand arrivez,,,,0.0
7828,yoo devriez suivre viens angleterre xo,,,,0.0
9962,avoir beau matin nantwich,,,,0.0
6208,oui reproche ami avoir amené voir hameau année dernière fâché avant ça,,,,0.0
7113,moment fort journée ha ha,,,,0.0
3809,parie triage volet migrants autorisés forte présence policière,,user,,1.0
9080,clint eastwood chanteur gt,,,,0.0
1104,rt mec beneficie complaisance idiotvisuel aussi con pere ancien gauchiste,,user user,,1.0
8811,bon jusqu présent merci espérons vôtre traitera bien aussi,,,,0.0
13815,journée ensoleillée chicago,,,,0.0
9956,travaux importants envoi courrier électronique,,,,0.0
12389,excité travailler quelque chose difficile quelque chose voir mobile,,,,0.0
206,ça dépend vas sicile vu mal renois air dégouté,,user,,1.0
8141,eee vérifiez tweeting content aussi temps vendredi,,,,0.0
1917,définitif attardé mental mec sait écrire ville repart vite école,,user url,,1.0
971,coup petit tips migrants vont faire faire expulser bouffer nutella,,url,,1.0
1578,putain resemblez fou plus parlez langue attardé,,user url,,0.0
12705,avoue personne taxi a dit ramassant fone yeah a poignardé face bon taxi coincé,,,,0.0
1827,père plus tout autant attardé,,,,1.0
10315,problème ça va bien yuf fait soeur a également fait coupe cheveux maintenant fan jojo lol,,,,0.0
6224,nuit v doux rêves bonne chance test amour huggers,,,,0.0
2536,relire budget record évacuations raison pluies moins demandes plus réfugiés,,url,,1.0
5151,wow quelque chose unique demande comment suivent quot quot racines,,,,0.0
12942,sns adyar booze pool,,,,0.0
867,sale pute féministe,,user,,0.0
8965,plus évaluations maintenant mode vacances,,,,0.0
3430,comprends horrible si gentil chien marre violence humaine devrait tuer gas,,user,,0.0
4177,merci katie dirigeant vers club alors parlons également soirée stellaire prenez aise,,,,0.0
9631,eeee 29 jours jusqu yorkkkk 42 jours jusqu arrivée pense haha eee xx,,,,0.0
8784,bby tellement adorable,,,,0.0
8004,félicitations vas faire,,,,0.0
6193,tellement excité examen oeil demain,,,,0.0
11432,omg meilleure robe léopard rara années 80 veut vendre xxx,,,,0.0
3501,musicalement ouai après blc si blanc ap renois rebeus très fort musi,,user url,,0.0
2778,faut réfléchir lieu agir comme attardé,,url,,0.0
1657,perso accueillerais bien 1 migrant chaque nick conrad expulser,,,,1.0
6551,être adulte sans responsabilités incroyable cependant,,,,0.0
1079,fdp mit feux esserts faut vrm etre attardé faire ça,,,,1.0
9058,oui pouvez manger comme cérémonie aussi fait formé,,,,0.0
2659,totalement cas deja essaye prononcer ca tele verras peu comme expression gauchiste,,user,,1.0
8095,dis bonjour lol x,,,,0.0
2099,aussi attardé ça nn plus,,user user,,0.0
5760,merci bien amusé vegas toujours bon moment,,,,0.0
267,être gauche voir gauchiste crime non plus,,user,,0.0
9150,merci null,,,,0.0
8444,sinon accent manière parler semblaient comme ça,,,,0.0
3508,mdrr mongol déjà beau être fan,,user user user user user url,,0.0
5069,o dois dis continuer être suivi ily,,,,0.0
741,peut être content baiser faut vraiment être attardé prendre photo comme ça partager,,user,,0.0
6391,merci,,,,0.0
11999,habite denver arrive mois deux allés voir,,,,0.0
7435,twitters matin,,,,0.0
10210,awww you sook away babe,,,,0.0
13343,héy a envoyé dm,,,,0.0
7952,ahhh médecin tellement génial dois voir numéro 9 transformer numéro 10 chaud,,,,0.0
1869,ceux luttent contre avortement sûr légal revendiquent souvent exclusivité discours mo,fiapac,url,,1.0
11671,va lire chantier mouvement hurlement génial,,,,0.0
9409,besoin aide demandez simplement,,,,0.0
12145,changez vôtre,,,,0.0
500,vraiment sale arabe lacrim,,url,,1.0
9882,impossible attendre marathon guerres étoiles maintenant toujours meilleurs amis,,,,0.0
269,2 mongol,,user,,1.0
12563,après avoir qt sentir mieux matin car souviens miséricordes dieu nouvelles tous matins,,,,0.0
12940,belle session équipe seo attendais cette session bien avant maintenant espère vais appliquer bientôt,,,,0.0
13859,salut bb,,,,0.0
7202,écoutez grins oui fait gurl câlins,,,,0.0
7802,wooooo finalement photo,,,,0.0
3693,tiens cause perdue avance,,user user,,0.0
757,jargon gauchiste tellement galvaude devenu running gag,,user,,1.0
11030,vas,,,,0.0
687,regarde mongole rigole,,,,0.0
8884,cheers variation thème,,,,0.0
10867,tryin 2 essaie comment utiliser cette chose twitter lol lentement sûrement ça passe là bas,,,,0.0
11353,cas où demandez viens changer nom utilisateur ici car tout simplement,,,,0.0
12401,maintenant 13 28 hehe,,,,0.0
793,montée populismes explique cette peur migrants clandestins,,url,,1.0
5303,ridiculement chaud appartement peux attendre week end,,,,0.0
10012,staci nonono trop smaworld endroit petites choses stupides,,,,0.0
2274,envie dormir yourt petite maison mongol voir ça fait,,,,1.0
6893,rattraper 24,,,,0.0
6158,si bons,,,,0.0
5374,maintenant cette chanson tête trey a offert quot all access quot prochaine soirée danse semble peu désordonné,,,,0.0
10027,haha quand prévoyez passer prochaine dire shaun andy xx préféré,,,,0.0
2521,teamspeak attardé vieillissant sachant gerer serveur rp super fun,,url url,,1.0
3964,mongol,,user,,0.0
582,flagrant délit militantisme gauchiste,,user user,,0.0
10640,vacances profitez cette faute,,,,0.0
2703,pense sincèrement lil pump attardé mental,,,,1.0
5118,être méchant,,,,0.0
599,allez apprendre faire difference entre gauchiste comme lula melenchon f,,user user url,,0.0
4986,quot a jamais travaillé suite quot peut être dont besoin avoir suite hauteur premier toute façon peux attendre,,,,0.0
5283,wow savais combien 292 018 abonnés,,,,0.0
8845,yah pourquoi toujours lié femme aol page accueil,,,,0.0
10521,toujours formidable entendre acteurs dirigés essayant encourager rejoindre twitter,,,,0.0
7969,lol si méchant seulement parce jaloux,,,,0.0
297,conférence tintin pays arabes,,url,,1.0
11339,encore fois tournez vers nord pendant quelques jours seul test cette semaine,,,,0.0
11295,billy mays radio ceci vie terrain ensuite achetez mignonne,,,,0.0
6054,si voulez vraiment bizarre écoutez quot tout tombe part quot ensuite aller avant quot body of song quot,,,,0.0
3131,nn comme ca cst parfait là ca va fr 2 gro mongol cst bon,,user,,0.0
11191,ouaip quot and quot plusieurs fois mot plus intéressant meilleur,,,,0.0
1784,rt ah bon omnivores ducon grotte quoi capables tout,,user user,,1.0
9676,merci lol sérieux train faire gestes internet toute nuit car pouvais dormir fou,,,,0.0
1228,grèce augmentation nombre enfants réfugiés migrants,,,,1.0
12457,pense premier ministre merveilleux donner tout belle,,,,0.0
6020,veulent probablement savoir quel site a téléchargé afin puissent obtenir propre copie,,,,0.0
7638,plus air vieux sourire fait,,,,0.0
5648,ici allemagne crise crise,,,,0.0
3499,normal jamais abri gauchiste dégénéré,,user user,,0.0
3690,bien petite idee va traiter gauchiste,,user,,0.0
